Sorszám;Ut;Azonosito;Kezdo;Veg;Hossz;Tipus;Szorzo;
2369;451;451u6k935m;6 + 935;12 + 260;5325;főúti;0;
2370;451;451u13k445m;13 + 445;17 + 492;4047;főúti;0;
2371;451;451u17k492m;17 + 492;24 + 279;6792;főúti;0;
2372;451;451u24k279m;24 + 279;25 + 723;1437;főúti;0.21;
2373;451;451u25k955m;25 + 955;27 + 873;1927;főúti;0.17;
2374;451;451u27k873m;27 + 873;29 + 518;1639;főúti;0.438;
2375;451;451u29k518m;29 + 518;30 + 487;952;főúti;0;
2376;451;451u30k487m;30 + 487;30 + 701;214;főúti;0;
2377;451;451u30k701m;30 + 701;37 + 403;6647;főúti;0.017;
2378;451;451u37k403m;37 + 403;37 + 947;526;főúti;0;
2379;451;451u37k947m;37 + 947;45 + 743;7771;főúti;0.156;
2380;451;451u45k743m;45 + 743;46 + 140;394;főúti;0;
2381;451;451u55k573m;55 + 573;63 + 435;8949;főúti;0.072;
2382;451;451u63k435m;63 + 435;64 + 624;1189;főúti;0;
2383;451;451u65k697m;65 + 697;73 + 195;7499;főúti;0.106;
2384;451;451u76k664m;76 + 664;77 + 419;757;főúti;0;
2385;470;470u0k858m;0 + 858;7 + 367;6477;főúti;0.107;
2386;470;470u12k708m;12 + 708;12 + 916;208;főúti;0.998;
2387;470;470u12k916m;12 + 916;13 + 722;805;főúti;0.565;
2388;470;470u13k722m;13 + 722;14 + 504;783;főúti;0;
2389;470;470u14k504m;14 + 504;15 + 287;781;főúti;0;
2390;470;470u15k287m;15 + 287;15 + 925;636;főúti;0;
2391;470;470u15k925m;15 + 925;18 + 123;2189;főúti;0;
2392;470;470u18k123m;18 + 123;19 + 335;1238;főúti;0;
2393;470;470u19k405m;19 + 405;20 + 123;767;főúti;0.797;
2394;471;471u2k780m;2 + 780;3 + 691;911;főúti;0.3;
2395;471;471u3k691m;3 + 691;5 + 606;1916;főúti;0.298;
2396;471;471u5k606m;5 + 606;6 + 663;1057;főúti;1;
2397;471;471u6k663m;6 + 663;7 + 752;1080;főúti;0.972;
2398;471;471u7k752m;7 + 752;11 + 577;3845;főúti;0.39;
2399;471;471u11k577m;11 + 577;15 + 520;3965;főúti;0.318;
2400;471;471u15k520m;15 + 520;19 + 973;5002;főúti;0.222;
2401;471;471u21k451m;21 + 451;24 + 990;3541;főúti;0;
2402;471;471u29k160m;29 + 160;32 + 658;3484;főúti;0;
2403;471;471u34k619m;34 + 619;36 + 676;2020;főúti;0;
2404;471;471u38k200m;38 + 200;43 + 301;5121;főúti;0;
2405;471;471u46k410m;46 + 410;50 + 240;3832;főúti;0.139;
2406;471;471u54k652m;54 + 652;56 + 806;2167;főúti;0.108;
2407;471;471u58k272m;58 + 272;62 + 243;3953;főúti;0.119;
2408;471;471u62k243m;62 + 243;65 + 795;3566;főúti;0.342;
2409;471;471u67k548m;67 + 548;70 + 000;2453;főúti;0.311;
2410;471;471u70k0m;70 + 000;70 + 762;752;főúti;0;
2411;471;471u72k458m;72 + 458;73 + 026;547;főúti;0;
2412;472;472u200k704m;200 + 704;204 + 466;3770;főúti;0.655;
2413;474;474u0k0m;0 + 000;2 + 537;2539;főúti;0;
2414;474;474u9k339m;9 + 339;12 + 557;3172;főúti;0;
2415;481;481u0k0m;0 + 0;5 + 482;5482;főúti;0;
2416;491;491u0k540m;0 + 540;2 + 845;2356;főúti;0.024;
2417;491;491u2k845m;2 + 845;3 + 235;382;főúti;0.764;
2418;491;491u4k827m;4 + 827;8 + 490;3629;főúti;0.088;
2419;491;491u10k522m;10 + 522;13 + 176;2662;főúti;0.394;
2420;491;491u14k140m;14 + 140;16 + 297;2171;főúti;0.283;
2421;491;491u16k705m;16 + 705;22 + 389;5700;főúti;0.069;
2422;491;491u23k903m;23 + 903;26 + 875;2973;főúti;0;
2423;491;491u29k11m;29 + 011;29 + 517;503;főúti;0.206;
2424;491;491u30k912m;30 + 912;31 + 106;172;főúti;0;
2425;491;491u31k106m;31 + 106;35 + 556;4472;főúti;0;
2426;491;491u35k556m;35 + 556;36 + 958;1421;főúti;0.593;
2427;491;491u37k719m;37 + 719;37 + 980;155;főúti;1;
2428;493;493u0k0m;0 + 000;5 + 613;5613;főúti;0.017;
2429;493;493u8k272m;8 + 272;8 + 503;231;főúti;0;
2430;493;493u8k503m;8 + 503;8 + 725;224;főúti;0;
2431;493;493u9k60m;9 + 060;12 + 267;3188;főúti;0;
2432;493;493u12k267m;12 + 267;13 + 289;1022;főúti;0.822;
2433;493;493u14k585m;14 + 585;18 + 268;3683;főúti;0;
2434;493;493u18k268m;18 + 268;18 + 749;481;főúti;0;
2435;502;502u0k0m;0 + 000;2 + 200;2226;főúti;0;
2436;502;502u2k250m;2 + 250;4 + 545;2321;főúti;0;
2437;502;502u4k747m;4 + 747;6 + 076;1366;főúti;0.777;
2438;510;510u20k708m;20 + 708;21 + 270;561;főúti;1;
2439;510;510u23k239m;23 + 239;25 + 145;1906;főúti;0.659;
2440;510;510u25k145m;25 + 145;25 + 621;466;főúti;0;
2441;511;511u0k0m;0 + 000;2 + 390;2435;főúti;0.594;
2442;511;511u2k390m;2 + 390;3 + 585;1195;főúti;0.976;
2443;512;512u0k0m;0 + 000;3 + 542;3542;főúti;0;
2444;512;512u3k542m;3 + 542;5 + 129;1530;főúti;0.245;
2445;512;512u5k129m;5 + 129;8 + 730;3627;főúti;0.178;
2446;512;512u8k730m;8 + 730;13 + 060;4333;főúti;0.19;
2447;512;512u13k60m;13 + 060;15 + 162;2084;főúti;0.549;
2448;512;512u15k162m;15 + 162;16 + 927;1767;főúti;0;
2449;513;513u0k0m;0 + 000;1 + 729;1745;főúti;0.167;
2450;513;513u4k512m;4 + 512;5 + 983;1473;főúti;0.945;
2451;513;513u5k983m;5 + 983;7 + 854;1885;főúti;0;
2452;541;541u2k320m;2 + 320;3 + 575;1295;főúti;0.065;
2453;542;542u0k0m;0 + 000;3 + 546;3550;főúti;0;
2454;542;542u3k560m;3 + 560;7 + 457;3910;főúti;0;
2455;551;551u99k885m;99 + 885;100 + 267;405;főúti;0.931;
2456;578;578u0k220m;0 + 220;0 + 650;430;főúti;1;
2457;578;578u0k878m;0 + 878;1 + 096;218;főúti;0.999;
2458;578;578u1k96m;1 + 096;1 + 966;854;főúti;1;
2459;578;578u2k138m;2 + 138;3 + 206;1096;főúti;0.972;
2460;578;578u3k206m;3 + 206;4 + 273;1095;főúti;0.707;
2461;578;578u4k273m;4 + 273;8 + 780;4346;főúti;0.086;
2462;610;610u0k0m;0 + 000;0 + 558;614;főúti;0;
2463;610;610u0k558m;0 + 558;4 + 528;3988;főúti;0.056;
2464;610;610u4k528m;4 + 528;4 + 890;366;főúti;1;
2465;610;610u10k103m;10 + 103;10 + 683;575;főúti;0.879;
2466;610;610u10k683m;10 + 683;12 + 816;2135;főúti;0.556;
2467;610;610u12k816m;12 + 816;13 + 987;1171;főúti;1;
2468;610;610u15k718m;15 + 718;15 + 967;295;főúti;0.512;
2469;611;611u1k742m;1 + 742;2 + 546;812;főúti;0.121;
2470;611;611u2k546m;2 + 546;5 + 148;2611;főúti;0.412;
2471;611;611u6k487m;6 + 487;8 + 315;1492;főúti;0.347;
2472;611;611u9k645m;9 + 645;10 + 847;1194;főúti;0;
2473;611;611u10k847m;10 + 847;12 + 675;1878;főúti;0;
2474;611;611u12k675m;12 + 675;14 + 163;1479;főúti;0.26;
2475;631;631u0k0m;0 + 000;3 + 245;3251;főúti;0.583;
2476;631;631u3k245m;3 + 245;4 + 659;1380;főúti;0;
2477;651;651u0k0m;0 + 000;6 + 085;6142;főúti;0.023;
2478;651;651u6k85m;6 + 085;9 + 513;3441;főúti;0.082;
2479;681;681u3k630m;3 + 630;18 + 102;14467;főúti;0.046;
2480;681;681u20k711m;20 + 711;26 + 510;5798;főúti;0;
2481;710;710u0k1996m;0 + 1996;2 + 828;2860;főúti;0;
2482;710;710u2k828m;2 + 828;5 + 342;2513;főúti;0;
2483;710;710u5k342m;5 + 342;6 + 681;1339;főúti;0;
2484;710;710u6k681m;6 + 681;12 + 457;5774;főúti;0;
2485;710;710u12k457m;12 + 457;14 + 430;1974;főúti;0.195;
2486;760;760u0k0m;0 + 000;1 + 863;1863;főúti;0;
2487;760;760u1k863m;1 + 863;3 + 251;1340;főúti;1;
2488;760;760u3k251m;3 + 251;6 + 294;3074;főúti;0.084;
2489;760;760u6k294m;6 + 294;8 + 325;2682;főúti;0;
2490;801;801u4k230m;4 + 230;6 + 124;1857;főúti;0;
2491;811;811u4k800m;4 + 800;7 + 434;2500;főúti;0;
2492;811;811u7k434m;7 + 434;11 + 317;3877;főúti;0;
2493;811;811u11k317m;11 + 317;17 + 821;6494;főúti;0;
2494;811;811u19k840m;19 + 840;25 + 425;5544;főúti;0.006;
2495;811;811u27k711m;27 + 711;34 + 529;6729;főúti;0.047;
2496;811;811u36k353m;36 + 353;36 + 747;397;főúti;0.999;
2497;811;811u40k175m;40 + 175;42 + 345;2173;főúti;0.157;
2498;811;811u40k4m;40 + 004;40 + 175;171;főúti;1;
2499;813;813u0k27m;0 + 027;1 + 281;1309;főúti;0;
2500;813;813u1k369m;1 + 369;3 + 025;1712;főúti;0;
2501;813;813u3k118m;3 + 118;4 + 468;1412;főúti;0;
2502;813;813u4k500m;4 + 500;5 + 860;1456;főúti;0.514;
2503;813;813u5k948m;5 + 948;6 + 882;1007;főúti;0.954;
2504;813;813u6k942m;6 + 942;7 + 307;455;főúti;0;
2505;813;813u7k384m;7 + 384;8 + 125;792;főúti;0;
2506;813;813u8k125m;8 + 125;10 + 940;2876;főúti;0.065;
2507;813;813u10k940m;10 + 940;11 + 960;1033;főúti;0.923;
2508;813;813u11k960m;11 + 960;13 + 300;1353;főúti;0.659;
2509;830;830u0k0m;0 + 000;0 + 265;227;főúti;0;
2510;830;830u0k265m;0 + 265;3 + 090;2720;főúti;0.594;
2511;830;830u4k493m;4 + 493;5 + 760;1206;főúti;0.987;
2512;830;830u5k760m;5 + 760;6 + 643;905;főúti;0.982;
2513;832;832u0k0m;0 + 000;0 + 407;426;főúti;0.944;
2514;832;832u1k34m;1 + 034;5 + 210;4166;főúti;0.189;
2515;832;832u6k502m;6 + 502;7 + 017;514;főúti;0.312;
2516;832;832u7k17m;7 + 017;7 + 290;290;főúti;0;
2517;832;832u7k290m;7 + 290;10 + 151;2849;főúti;0;
2518;832;832u10k151m;10 + 151;10 + 647;498;főúti;0;
2519;832;832u12k540m;12 + 540;17 + 147;4610;főúti;0;
2520;832;832u17k147m;17 + 147;17 + 970;823;főúti;0;
2521;832;832u20k279m;20 + 279;23 + 413;3132;főúti;0;
2522;832;832u24k387m;24 + 387;26 + 011;1665;főúti;0.352;
2523;832;832u27k2936m;27 + 2936;30 + 1788;1831;főúti;0;
2524;832;832u27k335m;27 + 335;27 + 2936;2603;főúti;0.137;
2525;834;834u0k0m;0 + 000;0 + 930;945;főúti;0.594;
2526;834;834u2k25m;2 + 025;3 + 856;1825;főúti;0;
2527;834;834u3k856m;3 + 856;4 + 759;900;főúti;0;
2528;834;834u4k759m;4 + 759;5 + 455;688;főúti;0;
2529;834;834u5k455m;5 + 455;6 + 573;1118;főúti;0;
2530;834;834u8k626m;8 + 626;11 + 934;3307;főúti;0.093;
2531;834;834u19k205m;19 + 205;20 + 247;955;főúti;0.03;
2532;834;834u21k306m;21 + 306;24 + 645;3332;főúti;0.059;
2533;834;834u24k645m;24 + 645;25 + 104;462;főúti;0;
2534;834;834u27k277m;27 + 277;27 + 426;138;főúti;0;
2535;834;834u27k426m;27 + 426;29 + 949;2512;főúti;0.009;
2536;834;834u30k706m;30 + 706;31 + 743;1033;főúti;0.358;
2537;834;834u31k743m;31 + 743;32 + 486;742;főúti;0.49;
2538;834;834u33k606m;33 + 606;35 + 774;2160;főúti;0.367;
2539;834;834u36k941m;36 + 941;37 + 975;1028;főúti;0.389;
2540;834;834u37k975m;37 + 975;40 + 886;2963;főúti;0.108;
2541;861;861u0k444m;0 + 444;2 + 029;1572;főúti;0.518;
2542;861;861u0k99m;0 + 099;0 + 444;351;főúti;1;
2543;"Útdíjﬁzetési 
kötelezettséggel 
érintett út száma";ED ID;"Útdíjﬁzetési 
kötelezettséggel 
érintett útdíjköteles 
elemi útszakasz 
kezdő szelvénye";"Útdíjﬁzetési 
kötelezettséggel 
érintett 
útdíjköteles 
elemi útszakasz 
végszelvénye";"ED szakasz 
hossz (m)";"Infrastruktúradíj-
szint";"Külsőköltségdíj-
tényező (az adott 
útdíjköteles elemi 
útszakaszban 
a külvárosi 
útszakaszok 
hosszaránya)";
2544;M35;M35u43k866m;43 + 866;48 + 562;4696;gyorsforgalmi;0;
2545;M35;M35u48k562m;48 + 562;59 + 134;10572;gyorsforgalmi;0;
2546;M35;M35u59k134m;59 + 134;67 + 790;9451;gyorsforgalmi;0;
2547;M4;M4u19k550m;19 + 550;20 + 518;955;gyorsforgalmi;0.829;
2548;M4;M4u20k518m;20 + 518;24 + 046;3531;gyorsforgalmi;0.617;
2549;M4;M4u24k46m;24 + 046;24 + 930;887;gyorsforgalmi;0;
2550;M4;M4u24k930m;24 + 930;29 + 288;4372;gyorsforgalmi;0.2;
2551;M4;M4u29k288m;29 + 288;34 + 288;5002;gyorsforgalmi;0.07;
2552;M4;M4u34k288m;34 + 288;40 + 697;6408;gyorsforgalmi;0;
2553;M4;M4u40k697m;40 + 697;48 + 530;7826;gyorsforgalmi;0;
2554;M4;M4u48k530m;48 + 530;55 + 332;6806;gyorsforgalmi;0.013;
2555;M4;M4u55k332m;55 + 332;62 + 950;7616;gyorsforgalmi;0.483;
2556;M4;M4u62k950m;62 + 950;66 + 076;3124;gyorsforgalmi;0.162;
2557;M4;M4u66k76m;66 + 076;72 + 440;6364;gyorsforgalmi;0;
2558;M4;M4u72k440m;72 + 440;80 + 430;7990;gyorsforgalmi;0;
2559;M4;M4u80k430m;80 + 430;88 + 954;8528;gyorsforgalmi;0;
2560;M4;M4u88k954m;88 + 954;93 + 520;4558;gyorsforgalmi;0;
2561;M4;M4u93k520m;93 + 520;98 + 382;4934;gyorsforgalmi;0;
2562;M4;M4u98k382m;98 + 382;105 + 005;6623;gyorsforgalmi;0;
2563;M4;M4u105k5m;105 + 005;117 + 283;12278;gyorsforgalmi;0.107;
2564;M4;M4u211k25m;211 + 025;214 + 665;3738;gyorsforgalmi;0;
2565;M4;M4u214k665m;214 + 665;226 + 700;12035;gyorsforgalmi;0;
2566;M4;M4u226k700m;226 + 700;237 + 064;10550;gyorsforgalmi;0;
2567;M4;M4u237k64m;237 + 064;242 + 037;4967;gyorsforgalmi;0;
2568;M43;M43u0k800m;0 + 800;3 + 174;3315;gyorsforgalmi;0;
2569;M43;M43u3k174m;3 + 174;5 + 398;2224;gyorsforgalmi;0;
2570;M43;M43u5k398m;5 + 398;7 + 319;1838;gyorsforgalmi;0;
2571;M43;M43u7k319m;7 + 319;10 + 620;3380;gyorsforgalmi;0;
2572;M43;M43u10k620m;10 + 620;19 + 212;8594;gyorsforgalmi;0;
2573;M43;M43u19k212m;19 + 212;23 + 569;4354;gyorsforgalmi;0;
2574;M43;M43u23k569m;23 + 569;34 + 600;11246;gyorsforgalmi;0;
2575;M43;M43u34k600m;34 + 600;46 + 402;11590;gyorsforgalmi;0;
2576;M43;M43u46k402m;46 + 402;54 + 225;7823;gyorsforgalmi;0;
2577;M43;M43u54k225m;54 + 225;57 + 724;3506;gyorsforgalmi;0;
2578;M44;M44u0k390m;0 + 390;11 + 847;11326;gyorsforgalmi;0;
2579;M44;M44u11k847m;11 + 847;32 + 734;20884;gyorsforgalmi;0;
2580;M44;M44u32k734m;32 + 734;38 + 77;5342;gyorsforgalmi;0;
2581;M44;M44u38k77m;38 + 77;43 + 949;5871;gyorsforgalmi;0;
2582;M44;M44u43k949m;43 + 949;57 + 422;13472;gyorsforgalmi;0.14;
2583;M44;M44u57k422m;57 + 422;79 + 323;21875;gyorsforgalmi;0;
2584;M44;M44u79k323m;79 + 323;91 + 455;12162;gyorsforgalmi;0;
2585;M44;M44u91k455m;91 + 455;103 + 362;11904;gyorsforgalmi;0;
2586;M44;M44u103k362m;103 + 362;121 + 755;18392;gyorsforgalmi;0;
2587;M44;M44u121k755m;121 + 755;125 + 776;4020;gyorsforgalmi;0;
2588;M5;M5u13k0m;13 + 000;13 + 635;641;gyorsforgalmi;0.337;
2589;M5;M5u13k635m;13 + 635;14 + 460;841;gyorsforgalmi;0;
2590;M5;M5u14k460m;14 + 460;16 + 500;2011;gyorsforgalmi;0.451;
2591;M5;M5u16k500m;16 + 500;21 + 686;5197;gyorsforgalmi;0.164;
2592;M5;M5u21k686m;21 + 686;22 + 058;374;gyorsforgalmi;0;
2593;M5;M5u22k58m;22 + 058;30 + 132;8081;gyorsforgalmi;0;
